%------------------------------------------------------------------------------
% 100 top ranked websites returned by Google search "web" (April 18, 2006)
%------------------------------------------------------------------------------
% Data Mining the Web: Uncovering Patterns in Web Content, Structure, and Usage
% Copyright © by Zdravko Markov, Ph.D., and Daniel T. Larose, Ph.D.
%------------------------------------------------------------------------------
% Only websites with text content between 1K and 10K are included.
% The Weka ARFF string format is used. TFIDF or term count representations can 
% be obtained by using the StringToWordVector filter.
% The class is defined as "prof" for websites used by IT professionals,
% and "info" for websites providing information or direct web services.
%------------------------------------------------------------------------------


@relation top-100-websites

@attribute website_title string
@attribute website_content string
@attribute website_class string


@data
"NHL_com - The National Hockey League Web Site", "nhl com national hockey league web site team sitesanaheimatlantabostonbuffalocalgarycarolinachicagocoloradocolumbusdallasdetroitedmontonfloridalos angelesminnesotamontr alnashvillenew jerseyny islandersny rangersottawaphiladelphiaphoenixpittsburghsan josest louistampa baytorontovancouverwashington west set run cup western conference playoff matchups set thanks oilers victory avalanche monday ducks toppled flames round preview east thrashers eliminated playoff contention losing capitals crosby notches 100th point kings win robitaille finale wings rack sens hasek questionable sabres mair indefinitely stars night matt pettinger scored goals atlanta thrashers earning nhl com stars monday night moresurprise packages larry wigge reports defenseman jaroslav spacek perfect fit edmonton goes center andy mcdonald anaheim photos week check awesome action photos past week system oilers gem eighth round pick tyler spurgeon chat wrap devils brian gionta chatted fans friday afternoon emrick angle doc latest audio commentary marty party listen inside numbers john kreiser reports joe thornton feats star emerges ray emery filled ottawa void net nhl com exclusives spots stanley cup ad campaign watch 700k 300k dallas stars guerin finding groove edmonton oilers future watch minnesota wild self appreciation night tampa bay lightning bloggin todd wright trade deadline nhl com breaks trade deadline deals nhl events2006 winter olympicsscott stevens nightmario lemieux retiresmark messier night2005 hall fame inductions2005 2006 season preview2005 nhl entry draft2005 nhl draft lotteryquest canada bestquest best tournamentr campworld junior championshipsworld cup hockey 20042004 nhl entry draft2004 stanley cup finals2004 nhl trade deadline2004 nhl star game2004 willie ree starheritage classicworld cup hockey 2004nhl hockey rules tournhl greatest games2003 season previewnhl challenge 2003drive fore goal 2002 year review2003 nhl awards2003 lester patrick awards2002 winter olympicshockey visitorhometimenat tv season series phinyi7 pm edt preview flyers ottnyr7 pm edt preview senators bufcar7 pm edtoln tsnpreview hurricanes atlfla7 pm edt thrashers dalcbj7 pm edt stars pittor7 30 pm edt preview maple leafs njdmtl7 30 pm edtrdspreview devils wshtbl7 30 pm edt preview lightning detnsh8 pm edt preview red wings stlchi8 30 pm edt preview blackhawks scoreboard nhl com official web site national hockey league nhl nhl shield word mark image stanley cup nhl conference logos registered trademarks national hockey league nhl logos marks nhl team logos marks proprietary materials depicted property nhl respective nhl teams reproduced prior written consent nhl enterprises 2005 nhl rights reserved advertise privacy policy online transmission policy copyright policy terms service update profile nhl shop feedback win atlantic division title devils flyers rangers ad",info
"Nobelprize_org", "nobelprize orghome site help search nobel physics chemistry medicine literature peace economics shortcuts press room alfred nobel nobel foundation nobel media nobel museum nobel peace center prize awarders internet tv explore learn games simulations international award given yearly 1901 achievements physics chemistry medicine literature peace 1968 bank sweden instituted prize economic sciences memory alfred nobel founder nobel prize prize winners announced october year receive awards prize gold medal diploma december 10 anniversary nobel death end 2006 nominations nominations nobel prizes ended february nominations confidential period 50 years read art truth politics watch video harold pinter nobel lecture read text version helped solzhenitsyn smuggle nobel lecture ussr story ingredients spy thriller contrast novels true read discover silent secrets hearing follow sound waves wind way inner ear nobel prizes 2005 read prizes listen winners physics optics roy glauber john hall theodor nsch chemistry reforming molecules yves chauvin robert grubbs richard schrock physiology medicine bacteria ulcer barry marshall robin warren literature playwriting harold pinter peace nuclear disarmament international atomic energy agency iaea mohamed elbaradei economic sciences game theory robert aumann thomas schelling list prize winners copyright nobel web ab 2006site feedback contact tell friend official web site nobel foundationlast modified april 12 2006",info
"Nvu - The Complete Web Authoring System for Linux, Macintosh and Windows", "nvu complete web authoring system linux macintosh windowshome screenshots developers downloads faq support nvu english fran ais italiano nederlands deutsch 1056 1091 1089 1089 1082 1080 1081 suomi 20013 25991 32321 polski 26085 26412 35486 espa ol catalan nvu features designed linux desktop easy use powerful ideal non programmers open source nvu finally complete web authoring system linux desktop users microsoft windows macintosh users rival programs like frontpage dreamweaver nvu pronounced view new view makes managing web site snap create web pages manage website technical expertise knowledge html new announcement june 28 2005 nvu available download download installation files available platforms visit download section announcement apr 14 2005 new demo page demo web pages things nvu need help ideas cool things nvu contact announcement july 18 2004 forum use visit http forum nvudev org sign today forums best place ask questions communicate people using nvu announcement sign mailing list kept informed new versions general points nvu sign supporting nvu donations people asked help support nvu project cash donations currently linspire chief financial sponsor nvu linspire believes strongly open source software committed continue financial support nvu project projects linspire contributed visit www linspire com opensource best way support nvu supporting linspire purchase products services www linspire com buy thank support nvu really got lot feedback asking official nvu button code snippet include web pages support nvu tell world like href http www nvu com hreflang en img src http www nvu com nvu png alt document nvu border make local copy image like use web server logs count pages include nvu button thanks lot addition nvu graphic included smaller icons people use use procedure described replace src line english src http www nvu com images madewithnvu80x15dark png src http www nvu com images madewithnvu80x15clear png french fran ais src http www nvu com images faitavecnvu80x15clair png src http www nvu com images faitavecnvu80x15fonce png nvu features check latest features screenshots nvu wysiwyg editing pages making web creation easy typing letter word processor integrated file management ftp simply login web site navigate files editing web pages fly directly site reliable html code creation work today popular browsers jump wysiwyg editing mode html using tabs tabbed editing make working multiple pages snap powerful support forms tables templates easiest use powerful web authoring system available desktop linux microsoft windows apple macintosh users open source nvu 100 open source welcome download nvu charge including source code need make special changes developers involved help make nvu better sign mailing list today copyright 2003 2006 linspire rights reserved nvu trademark linspire contact privacy policy",prof
"OneStat_com - provider of web analytics and free counter", "onestat com provider web analytics free counter english espa ol nederlands new onestat ebusiness version detailed visitors navigation reports ecommerce advertising reports search engines reports sign free week trial onestat adworks online advertising tracking revolution campaign turns advertising budget customers sign free week trial advanced powerful web analytics track depth visitor behavior commerce leads conversions excellent web metric solutions medium large websites essential tool web marketers web masters professional web analytics software track web site unique visitors visitor behavior search engines online commerce advertising campaigns ultimate solutions small medium sized businesses need advanced campaign web site traffic analysis provides detailed roi analysis unlimited number search engine advertising banner advertising affiliate marketing email marketing campaigns click tracking combined web site statistics starting low 155 83 month starting low 10 42 month starting low 38 92 month free hit counter track pages website weblog homepage perfect tool webmaster info sign charts onestat com active member web analytics association help improve quality web analytics solutions click information onestat com provider web analytics onestat com number provider real time intelligence web analytics software 50 companies worldwide use web site statistics free counter traffic analysis solutions available webmaster wants track website number provider website analytics onestat com trusted standard website statistics various internet companies travel dating sites online shops free stat counter web analytic service tested best free tracker world onestat developed website analytics software accurate log file analysis web site tracking software help webmaster optimize web site maximize online marketing conversions lead campaign tracking onestat com flagship onestat enterprise new approach demand web analytics best web metrics solution high traffic web sites onestat platinum provides value money reports pageviews visitors navigation web site statistics commerce tracking online marketing campaigns onestat ebusiness excellent web traffic analysis solution small businesses onestat premium great service seach engine reports onestat adworks help optimizing search engine marketing seo ppc marketing campaigns onestat basic free website counter tracker onestat com member web analytics association help improve quality website statistics webs stats providers hosted web analytic solutions easy implement real time low priced news room site map dating",prof
"Open Source Web Design - Download and upload free web designs", "open source web design download upload free web designs open source web designsite navigationabout make suggestion sitemap love design open source web design place download free web designs share help make internet prettier place currently 1636 free designs sectionshome commercial designs browse designs search designs favorite designs featuresdesignologue popular designs use forum login username password forgot password register today designologue designer link blog yesterday users said read webpages shaped pattern hmm skettino days ago looking good free ftp client humble opinion smartftp way acousticsam instead buying ajax calendar apps google decided make calendar hate founder kiko right skettino days ago design better pancake know bit offtopic doesn like pancakes skettino days ago ajaxload allows generate animated ajax loading image choice foreground background color skettino 11 days ago use dafont com looking organized collection free fonts skettino 12 days ago did know fexex logo hidden arrow inside skettino latest designs wonderfulkumikodate 14 dl 577 valid xhtml comms view download undergroundbrampampdate 14 dl 330 valid xhtml comms view download oh calcuttajanpd24date 14 dl 325 valid xhtml comms view download sunflowerkumikodate 14 dl 458 valid xhtml comms view download busycityjjenzzdate 14 dl 670 valid xhtml comms view download sudokunikito33date 14 dl 398 valid xhtml comms view download simplicss4jelontokdate 14 dl 260 valid xhtml comms view download simplicss3jelontokdate 12 dl valid xhtml comms view download latest forum topics datetopic 18apr 200612 10am estplease help pitiful post dougmays 17apr 200611 17pm estvalid xhtml form post arlow 17apr 20066 06pm esteventcommunity layout ne post redipixel 17apr 20066 04pm estsearch engine template post redipixel 17apr 20061 46pm estcss problem post christeh 17apr 200612 18pm estforum layout post redipixel oswd 2006 use rss feed design fs valid xhtml css read privacy policy usage agreement",prof
"Opentracker_net - Website tracking, web statistics & website analysis", "opentracker net website tracking web statistics website analysisdemo pricing features articles support company free trial forum login site doing storing filtering data screenshots reports login live demo pricing overview pricing schemes high volume multiple sites reseller information features overview tracking does work benefits requirements articles overview tracking vs logging hits visitors pageviews web metrics statistics clickstream analysis support overview faqs knowledgebase articles forum philosophy developments clients testimonials philanthropy program news press contact english german russian thai login email password login getting started create free trial start tracking steps script implementation tracking tracking need tracker does work news press latest news press archives brief history contact interested steal free website tracking web statistics website analysis real time traffic reports opentracker web site tracking tool built website analysis analyze website statistics monitor visitors online real time website statistics provide insight understanding website traffic visitor clickstream behavior crucial managing website daily basis make daily decisions based customer behavior traffic statistics form direct feedback generate marketing numbers guesswork learn customers adjust content meet needs adjust strategies according works identify non effective strategies drop profit informed advertising content management decisions click read short piece making stats work opentracker unique ease use intuitive pleasant interface direct timely technical support developed extensive user feedback based input industry marketers analysts 100 marketers webmasters provided ideas reports possible don drown reports data numbers really need know crucial information non technical language briefly goal provide continuous development excellent customer support cutting edge technology competitive prices host user forum publish informative articles support dissemination technology philanthropy tour sign free week trial latest news new version available 10 languages prospecting lead generation clickstream analysis search term analysis track unique visitors detailed referrer info city zip code country isp quickly setup site home sitemap demo pricing features support company privacy policy copyright 2005",prof
"Opera Web Browser", "opera web browserskip navigation homedownloadbuyproductscompanyinvestorssupportcommunity opera featuresscreenshotseasy switchsecurity opera phone opera mini surf entire internet opera mini new revolutionary browser nearly mobile phone opera mobile award winning opera mobile browser surf web sites mobile phone personal computer read price usd 29 buy opera download opera mobile new opera puts tabs pocket pc browserwork opera opera looking skilled individuals apply amazing job opportunity current job openings summer internships work opera distribute opera mini choose business solutions companies like utilize opera family browsers contact form touch shortly opera devices explore opera complete suite internet technologies electronic devices opera devices opera community visit opera community tips tricks using opera browser start blog share photos add friends opera communitylatest news april 6make calls opera mobile opera mini jajah web activated telephony solution optimized opera browsers read april 6operators making money opera mini million users surf million web pages day read april 5opera browser better business service sites supply opera mini expand market reach read press releases opera mini mobiles meet real web surf entire internet opera mini new revolutionary browser nearly mobile phone opera mini opera mobile download latest version opera phone better faster internet experience download opera mobile learn opera series 60 phones reading opera tutorial opera desktop opera desktop pc mac best internet experience opera desktop work opera opera looking skilled individuals apply amazing job opportunity current job openings work opera distribute opera mini choose business solutions companies like utilize opera family browsers contact form touch shortly latest news make calls opera mobile opera mini jajah web activated telephony solution optimized opera browsers read press archive business solutions opera mobile better faster internet experience internet browser small package especially suited small screen devices opera devices browser technologies users providers developers applications devices web analytics powered hitslink copyright opera software asa rights reserved contact privacyjp opera com opera com labs opera com download opera download opera mini download opera mobile language filesbuy premium support buy opera mobileopera desktop opera mobile opera devices education distributeabout opera business development jobs partners press speakers corner opera tourthe share financial summary financial reports ose announcements event calendar faqsnew opera knowledge base tutorials community premium support",prof
"Patent Full-Text and Full-Page Image Databases", "patent text page image databasesunited states patent trademark office home site index search faq glossary guides contacts ebusiness ebiz alerts news help patents patent electronic business center patent text page image databases issued patents patft text 1976 page images 1790 quick search advanced search patent number search view patent page images view patent images status event history database contents help files published applications appft published 15 march 2001 quick search advanced search publication number search view publication page images view published application images status event history help files information applicable databases important notices policies read access view page images problems using databases report errors data contentrelated uspto services tools help searching patent classification patent application information retrieval pair patent assignment database downloadable published sequence listings key online business system fees forms help laws regulations definition glossary inventors assistance center available help patent matters send questions uspto programs services uspto contact center ucc suggest uspto webpages material like featured section mail webmaster uspto gov promise accommodate requests suggestions considered lead improvements website home site index search ebusiness help privacy policy modified 10 2006 21 55 14",info
"PGATOUR_com -", "pgatour com web pgatour com players tournaments stats live scoring tv times video game shop fantasy tourcast tour business cbs sportsline charity pga tour exemptions free newsletter charity challenge tickets saturday pro wireless world golf hall fame id password register help week tournament shell houston open course redstone gc tournament course humble texas defending champion vijay singh purse million money list pga tourchampionsnationwide leader phil mickelson position week week total 123 827 playereventsmoney phil mickelson9 123 827 tiger woods7 485 83 geoff ogilvy10 424 959 rory sabbatini10 253 710 david toms9 136 250 complete money leaders watch inside pga tour previews shell houston open examines redstone tournament course designed rees jones player consultant david toms preview broadcast times tuesday tgc 10 et complete tv listings game gear guide insight fellow golfers latest golf equipment share thoughts favorite gear want hear sponsored links dawg franklin langham university georgia golfer arrived early nationwide tour inaugural athens regional foundation classic learn langham plans excel home story houston hat trick vijay singh story shell houston open field singh keys victory taking look shotlink statistics story singh watch dawg franklin langham university georgia golfer story nationwide tour profiles determined defend orville moody left jimmy powell got story 70 older man team event headlines baddeley furyk win charity verizon heritage astrazeneca charity challenge merrill lynch named title partner norman tour event singh wins title jeev milkha singh wins china ochoa claims fourth career title takefuji classic final scores news tour info news newsletters wireless podcasts rss victory mailbag mails poured aaron baddeley win verizon heritage fans say baddeley headed hawaii flight factors rob aikens director golf instruction spring creek ranch says factors determine flight ball learn video feature watch titleist performance institute according greg rose founder state art titleist performance institute golfers like davis love iii benefit strength training improve swing read keys victory according pgatour com shotlink expert mike vitti aaron baddeley win verizon heritage powered stellar play tee par 5s greens read baddeley faith god key verizon heritage win baddeley easter sunday win verizon heritage highlights training tips good flexibility vital effective backswing sean cochran personal strength conditioning coach shows excellent exercise improve aspect swing read training tips archive photo day verizon heritage aaron baddeley celebrates sinking final putt 18th hole victory sunday event south carolina cox wireimage photo galleries pga tour video free fullscreen settings shell houston open preview vijay singh won 2005 shell houston open playoff john daly player successfully defend title event looks make row today videosall videos shell houston open preview representing country numbers bjornstad aims high fantasy league championship pga tour league championship live free league style play sign today play salary cap cup win weekly tour features choose sign free pga tour newsletters connect pga tour wireless access media guides sale copy shop shop official pga tour store free callaway hx tour golf balls ft driver purchase nike sasquatch driver taylormade r7 460 driver pga tour advertising information terms service privacy policy feedback tpc com pga tour partners club 1995 2006 pga tour pga tour champions tour nationwide tour swinging golfer logo registered trademarks",info
"PhysicsWeb - home", "physicsweb home advanced site search latest issue subscribe order subscription sample issue request sample issue latest articles decades future superconductors lies lab mpemba effect hot topic freezing future nuclear power embracing nuclear option energy does hot water freeze mysterious mpemba effect blue sky thinking understanding blue colour shelf life luciano maiani travelling physics putting equilibrium hold apr 13 dimensional bose gas settles fermilab probes matter antimatter transitions apr 12 cdf researchers make best measurement matter antimatter transition rate mesons physics goes movies apr 11 scientists popularity film depends word mouth recommendations water drops bounce action apr physicists observe unusual jets created drops water hit surface spray silicon makes debut apr scientists way making electronic devices using silicon solution news rss news feed rss sign email news alerting service alter alert settings special supplement vacuum challenges solutions multi channel fiber coupled led source sensing apr 14 spectra physics announces new tsunami ultrafast oscillator apr 14 agilent technologies opens custom optics shop external customers apr 14 pi wins substantial hexapod order general dynamics daughter alma millimeter radio telescope apr 14 integrated power supply system use particle detectors pmts apr 11 products press rss products press feed rss head medical physics salary specified netherlands cancer institute 1066 cx amsterdam netherlands netherlands posted apr closing date specified phd studentships high energy physics salary specified lunds universitet lund sweden posted feb 28 closing date apr 16 ill fellow soft matter salary specified institut laue langevin grenoble cedex france posted apr 13 closing date jun frialit degussit oxide ceramics salary specified friatec aktiengesellschaft mannheim germany posted apr 13 closing date specified highlight science salary specified esrf france united kingdom posted apr 13 closing date specified jobs rss jobs feed rss xvi heidelberger graduiertenkurse physik heidelberg baden wurttemberg germany apr 18 apr 21 non equilibrium dynamics interacting systems dresden saxony germany apr 18 condensed matter materials physics exeter united kingdom apr 19 apr 21 printed electronics europe 2006 cambridge cambs united kingdom apr 19 apr 21 registration deadline apr 19 spacepart beijing china apr 19 apr 21 events rss events feed rss company spotlight veneto nanotech veneto nanotech launches 2nd edition nanochallenge enter nanotechnology business plan nanochallenge 2006 win grand prize euro 300 competition seeks commercially viable business plans innovative start ups produce commercialize products services nanotechnology industry click featured companies inspec institution engineering technology testbourne limited pink gmbh mclennan servo supplies applied scintillation technologies uk alfa aesar johnson matthey deutschland management gmbh kg carl zeiss smt featured company featured companies day augustus love discovered love waves propagate earth crust born 1863 home news physics world physicsjobs resources events best physicsweb buyer guide contact advertising iop members products press advanced site search tel 44 117 929 7481 fax 44 117 925 1942 mail info physicsweb org copyright iop publishing 1996 2006 rights reserved legal notice",info
"Real Player - RealPlayer Music Video Games", "real player realplayer music video games english united kingdom set location language 14 day free trial best player advanced cd burning thousands music channels basic realplayer info realmusic features system requirements superpass premium video content partners mtv channel bbc info sign realmusic 300 radio stations 500 music videos latest downloads ringtones info sign realplayer plus premium player graphic equalizer cross fade advanced cd burning great features info download tonepass like latest ringtones choose thousands latest ringtones info sign realarcade access 300 games download play online info utility software great offers software designed improve computer protect data info access realguide home broadband entertainment realguide offers easy access latest movie clips music videos news stories entertainment web info real products software real including basic realplayer info affiliate services support mailing list removal job listings legal notice terms use privacy policy advertise real",prof
"ReliefWeb » Home Page", "reliefweb home page log reliefweb help contact advanced search 18 apr 2006 colombia volcanic activity floods maps reliefweb global hub time critical humanitarian information complex emergencies natural disasters united nations office coordination humanitarian affairs ocha online irin virtual osocc humanitarian information centres undac insarag inter agency standing committee iasc civil military coordination inter agency internal displacement division central register emergency telecommunications chad south asia earthquake oct 2005 iraq west africa east africa drought horn africa sudan uganda great lakes countries emergencies natural disasters region africa americas asia europe oceania cap 2006 humanitarian appeals global overview emergency central emergency response fund cerf observatory annual report 2005 steadfast protest monitoring trends changing role military humanitarian action management dead bodies disasters field manual responders training vacancies communities practice contact directory tour new reliefweb chad agrees refoul refugees unhcr uganda army stops escorting aid workers north drc 167 displaced katanga colombia mudslide toll rises 29 sri lanka tamil tigers pull peace talks nepal protests intensify pressure mounts king danube threatens burst banks balkans latest updates links external sites dubai international humanitarian aid development conference irin documentaries nepal malaria niger subjects united nations emergency response pakistan disaster reduction begins school isdr international campaign ocha update humanitarian reform avian influenza resources good humanitarian donorship ocha 2006 activities extra budgetary requirements cap humanitarian appeals 2006 home search site map reliefweb contact privacy statement legal donor support comments 2006 reliefweb",info
"RootsWeb_com Home Page", "rootsweb com home pagehomesearchesfamily treesmailing listsmessage boardsweb sitespasswordshelp keyword advanced getting started getting started rootsweb ancestry tour rootsweb guide tracing family trees rootsweb review archives subscribe new search engines databases rootsweb surname list rsl surname listings searchthingy multiple databases files social security death index deaths town county database locations worldconnect project family trees usgenweb archives search index search engines databases family trees worldconnect worldconnect project main page search family trees submit family tree edit family tree mailing lists index browse lists roots mailing list surname list finder interactive search threaded archives requests mailing lists new adoptable message boards message boards home page surnames localities topics requests new message boards research templates surnames common names united states countries link site research templates websites websites rootsweb websites rootsweb freepages requests web space tools resources roots library state resources rootslink url registry add link rootsweb graphics soundex converter hosted volunteer projects books cyndi list freebmd england wales freereg uk golden gate genealogy forum obituary daily times usgenweb project usgenweb archives volunteer spotlights worldgenweb project worldgenweb archives help faqs help related resources address changes password central contacting helpdesk buy sell affiliates program genealogy products contributing rootsweb share research submitting database rootsweb personalized mailing lists sponsor benefit free genealogy newsletters rootsweb review view archives submit story ancestry daily news view archives product watch week specials subscribe today visit newsletter management center make selections rootsweb funded supported ancestry com loyal rootsweb community learn contact acceptable use policy privacy statement copyright copyright 1998 2006 myfamily com subsidiaries",info
"Samba - opening windows to a wider world", "samba opening windows wider worldsearch samba org choose mirror australia australia austria belgium bolivia canada china denmark finland france germany germany germany germany greece hong kong hungary ireland italy korea lithuania netherlands netherlands norway poland russia russia singapore sweden switzerland taiwan usa east coast usa midwest usa midwest usa west coast usa west coast opening windows wider world samba latest news faq download info binaries install guis official howto example using samba docs books list subscribe list archives irc etiquette devel overview svn source historical cvs source build farm bug reports samba team donations shirts contacts current stable releases samba 22 gzipped release notes signature historical samba 12 gzipped release notes signature maintenance patches security updates gpg key release history samba org commercial support samba related products mirroring info samba experience related sites linux cifs samba org survey samba org jcifs samba org rsync samba org ccache samba org distcc samba org ppp samba org international sites deutsch samba sernet italiano samba xsec hebrew linux israel net chinese hk samba org samba open source free software suite 1992 provided file print services manner smb cifs clients including numerous versions microsoft windows operating systems samba freely available gnu general public license latest news 12 april 2006 mod ntlm winbind updated apache2 april 2006 golden penguin bowl boston april 2006 zdnet samba quick response april 2006 fsfe counsel carlo piana groklaw interview 30 march 2006 security release samba 22 available download 28 march 2006 reminder samba experience 2006 23 march 2006 samba 0tp2 available download 17 march 2006 low point archive update 15 march 2006 coverity bugs zero march 2006 samba4wins replicating wins server current release 30 mar 2006 security release samba 22 available download security release samba samba 21 release series including patch releases discovered expose clear text server machine account credentials winbind log files log level set higher details online release notes original security announcement 2006 1059 samba 22 source code downloaded gnupg signature uncompressed tarball available prefer download just diff 21c 22 patch file gpg signature available precompiled packages fedora core redhat suse platforms solaris available binary packages download area packages platforms available shortly 23 mar 2006 samba 0tp2 available download samba ambitious version samba suite developed parallel stable series main emphasis branch support active directory logon protocols used windows 2000 samba currently state usable production environments note status file aims document work years development belt tridge proposed new virtual file system vfs layer samba3 project eventually lead active directory efforts felt create users second technology preview tp aimed allowing users managers developers progressed invite feedback support uncompressed tarball patch files signed samba release key id 157bc95e source code downloaded release notes information samba shirts mugs available http samba org automatically redirected mirrors change mirror closer location choose mirror site drop menu popularity samba puts strain network using mirror site bit reduce load",prof
"ShinyStat™ - Free Counter with Web Statistics, Free Web counter, Free Website Counter", "shinystat free counter web statistics free web counter free website counter english italiano homecompanycustomerscontactstop siteslogin real time web analytics web counter continuous enhancement web stats free hit counter platform shinystat consolidated worldwide success web statistics web analytics tools display report username lost password shinystat isp partner login reseller 10 reports free counter online visitors style counter 40 reports password protected report invisible counter starting 33 month 90 reports conversion roi serd search engine positioning starting 17 50 month special offer internet operatorconversioni roi campagne shinystat isp allows shiny partners track sites attractive price learn precisely keywords generating sales effective campaign shinystat help assess roi ad campaign learn copyright 1995 2006 shiny",prof
"Social Security Online", "social security online age receive retirement benefits rising collect retirement benefits early age 62 government pension offset provisions changed recent legislation click learn learn social security work incentives program people disabilities report fraud waste abuse help prevent fraud waste abuse social security programs operations read achievements providing timely productive accurate service government launches financial education website easy access information money save invest manage wisely www socialsecurity gov contact usabout uscareers ussearchother languages online new rules getting social security number card social security news commissioner barnhart unveils new disability determination process public warned identity theft mail scam social security released fy 2007 revised fy 2006 annual performance plan social security announces 2006 cost living adjustment sunday august 14th social security marked 70th anniversary apply extra help prescription drug costs social security delivers popular baby names 2004 social security trustees release 2005 report report fraud waste abuse news social security future use zip code office add favorites mail page friend compliments suggestions complaints tuesday apr 18 2006 12 updated tuesday mar 28 2006 39 28 questions choose subject benefits change address checks payments disability earnings employment fees representatives forms publications government pension rules hearings appeals international issues internet benefit claims law regulations medicare online transactions prisoner rules retirement planners service public social security administration social security number card social security statement supplemental security income taxes social security website trustees report retirement plan retirement calculate benefits qualify apply retirement benefits receiving benefits medicare new medicare prescription drug plan national day conversation friends family disability ssi qualify apply disability benefits receiving benefits ticket work disability information widows widowers survivors report death qualify apply receiving benefits help situation marriage divorce changes birth child death family disagree decision situations resources electronic newsletter enews social security statement forms publications actuarial resources history research data freedom information act social security financing planning budget international program rules eeo data fear act rulemaking regional social security websites request social security speaker information press congress employers self employed women kids schools demographic groups immigrants attorneys representatives health professionals vendors contractors service disabled veteran owned small business federal state local government employees government agencies medicare outreach privacy policy website policies important information site map mission regulations gov government computer system subject federal law",info
"SPSS, Data Mining, Statistical Analysis Software, Predictive Analysis, Predictive Analytics, Decision Support Systems", "spss data mining statistical analysis software predictive analysis predictive analytics decision support systems skip global navigation search home software solutions customers training services store support partners news events spss welcome spss com click login register spss com regional web sites argentina australia austria belgium brazil canada czech republic china denmark finland france germany greece hungary ireland israel italy japan lithuania mexico netherlands norway poland portugal russia slovenia south africa spain sweden switzerland turkey united kingdom united states enabling predictive enterpriseis organization predictive enterprise predictive analytics delivers powerful roi learn results organizations virtually industry achieving predictive analytics solutions spss frost sullivan named spss 2006 industry innovation advancement award winner predictive analytics learn frost sullivan saying spss solutions week pilot period built 24 fully working predictive models estimated annual saving approx million view customer success stories business solutions marketing effectiveness fraud detection prevention risk management enterprise feedback management market research public health safety administration institutional research scientific research technologies business intelligence iseries data mining predictive analytics statistics structural equation modeling sem survey research text mining web analytics solutions industry education financial services government healthcare insurance market research retail telecommunications productspapers demos spss positioned leader quadrant customer data mining view gartner report papers demos news spss software boosting operations monterey mushrooms mexico canada read press releases news room press contacts spss reports record revenues read events spss april 27 minneapolis mn register today events new spss 14 discover powerful new features recent version spss learn spss directions user event continents information directions 2006 new clementine 10 improve data mining productivity performance investor relations worldwide offices site map contact terms conditions privacy policy 2006 spss rights reserved spss headquarters 233 wacker drive 11th floor chicago illinois 60606",prof
"Star Wars Welcome to the Official Site", "star wars welcome official site weapons mass destruction discussion topic picked lack disturbing vader sith lord instills fear night target believe happened wuher mos eisley cantina gruff bartender face thirsty patron love hand aayla secura stand star wars insider 87 online supp sith sculpture does bby aby mean galactic gallery black knight signature edition boba fett blaster ships oct 2006 price 679 99 imperial icon ladies watch 110 action figure case pack wa 84 99 lucasfilm rights reserved terms use privacy policy business inquiries class droplink class droplink class droplink site news site map frequently asked questions jawas ewoks black alps black knight hand aayla secura stand star wars insider 87 onlin sith sculpture daily star wars webstrips latest updates rss xml headline feed episode phantom menace episode ii attack clones episode iii revenge sith episode iv new hope episode empire strikes episode vi return jedi clone wars databank expanded universe collecting collector database price comparison shop video games roleplaying game trading card game games puzzles news events fan clubs message boards blogs polls questions answers photo captions downloads webmaster tools kids home explore star wars activities games shop home exclusives new releases hyperspace latest updates exclusive content member extras fan club subscribe enter hyperspace access code tour",info
